Trans. date,Post date,Description,Amount,Category
12/2/25,12/2/25,365 MARKET J 888 432-329 TROY MI,2,Restaurants
12/2/25,12/2/25,365 MARKET J 888 432-329 TROY MI,3,Restaurants
12/2/25,12/2/25,365 MARKET K 888 432-329 TROY MI,0.86,Restaurants
12/2/25,12/2/25,5-365 FOOD SERVICE TROY MI,5.39,Restaurants
12/2/25,12/2/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
12/2/25,12/2/25,PAYPAL *PEACOCKTVLL A9D 888-221-1161 CA,116.48,Services
12/2/25,12/2/25,WACOAL DIRECT CORP 800-922-6250 NJ,82.6,Merchandise
12/2/25,12/2/25,WAUWATOSA SCHOOL OF MUSI WAUWATOSA WI,112,Merchandise
12/2/25,12/2/25,WENDY'S #025 WAUWATOSA WI,24.31,Restaurants
12/3/25,12/3/25,ELEKTRA LIGHTS & FANS WAUWATOSA WI,218.99,Home Improvement
12/3/25,12/3/25,NOODLES AND COMPANY 2122600895 CO,24.68,Restaurants
12/4/25,12/4/25,365 MARKET J 888 432-329 TROY MI,1.25,Restaurants
12/4/25,12/4/25,5-365 FOOD SERVICE TROY MI,4.01,Restaurants
12/4/25,12/4/25,5-365 FOOD SERVICE TROY MI,5.57,Restaurants
12/4/25,12/4/25,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,21.41,Supermarkets
12/4/25,12/4/25,SP DOOR COUNTY DELIVER 9208680150 WI,69.06,Merchandise
12/4/25,12/4/25,SQ *VALENTINE COFFEE C MILWAUKEE WI0002305843023403077924,17.42,Restaurants
12/5/25,12/5/25,365 MARKET J 888 432-329 TROY MI,2,Restaurants
12/5/25,12/5/25,BALISTRERI'S ITALIAN AME WAUWATOSA WI,76.26,Restaurants
12/5/25,12/5/25,LS RUCKUS & GLEE WAUWATOSA WI,91.01,Merchandise
12/5/25,12/5/25,SQ *ULTIMATE CONFECTIO WAUWATOSA WI0001152921516369489187,20.74,Merchandise
12/5/25,12/5/25,TST*JOY ICE CREAM SOCI WAUWATOSA WI00229365029191500811AA,19.9,Merchandise
12/6/25,12/6/25,5-365 FOOD SERVICE TROY MI,5.79,Restaurants
12/6/25,12/6/25,KETTLE RANGE MEATS MILWAUKEE WI,42.26,Merchandise
12/6/25,12/6/25,METCALFE'S MARKET WAUWATOSA WIAPPLE PAY ENDING IN 3896,66.83,Supermarkets
12/6/25,12/6/25,THE HOME DEPOT #4923 WAUWATOSA WI,8.12,Home Improvement
12/7/25,12/7/25,TST*MIDTOWN GRILL 414-837-6400 WIAPPLE PAY ENDING IN 704900039277029201929867AA,9,Restaurants
12/7/25,12/7/25,VSI*MKE CO PARKS WEB 414-257-5180 WIVSI*MKE CO PARKS WEB,25,Government Services
12/8/25,12/8/25,365 MARKET J 888 432-329 TROY MI,2,Restaurants
12/8/25,12/8/25,365 MARKET J 888 432-329 TROY MI,3,Restaurants
12/8/25,12/8/25,365 MARKET K 888 432-329 TROY MI,1,Restaurants
12/8/25,12/8/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
12/9/25,12/9/25,5-365 FOOD SERVICE TROY MI,4.52,Restaurants
12/9/25,12/9/25,APPLIANCE GALLERY 414-3423300 WI,"5,123.51",Merchandise
12/9/25,12/9/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
12/9/25,12/9/25,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
12/9/25,12/9/25,VSI*TOSAREC ONLINE 414-773-2905 WIVSI*TOSAREC ONLINE,156,Government Services
12/10/25,12/10/25,CAFE ZUPAS-MENOMONEE MENOMONEE FALWI,13.36,Restaurants
12/10/25,12/10/25,MED*FROEDTERT HEALTH I 800-803-8155 WI495545599,27.17,Medical Services
12/10/25,12/10/25,RAISING CANES 0948 BROOKFIELD WI01015P,19.93,Restaurants
12/10/25,12/10/25,SCHUSTER FAMILY EYECARE MENOMONEE FLSWI,45,Medical Services
12/11/25,12/11/25,365 MARKET K 888 432-329 TROY MI,1,Restaurants
12/11/25,12/11/25,5-365 FOOD SERVICE TROY MI,2.59,Restaurants
12/11/25,12/11/25,SQ *MILWAUKEE ELECTRIC BROOKFIELD WI0002305843023422294456,797.08,Home Improvement
12/12/25,12/12/25,PAYPAL *DICKSSPORTI 888-221-1161 CA,149.57,Merchandise
12/12/25,12/12/25,TST*YO MAMA - WAUWATOS WAUWATOSA WI00042815029306470799AA,15.52,Restaurants
12/13/25,12/13/25,HULU 888-439-4858 CAHULU,1.08,Services
12/13/25,12/13/25,KETTLE RANGE MEATS MILWAUKEE WI,61.12,Merchandise
12/13/25,12/13/25,METCALFE'S MARKET WAUWATOSA WI,62.46,Supermarkets
12/13/25,12/13/25,PICK N SAVE #372 MILWAUKEE WI,31.2,Supermarkets
12/14/25,12/14/25,KOHL'S #0039 BROOKFIELD WI,49.27,Department Stores
12/14/25,12/14/25,NOODLES AND COMPANY BROOMFIELD CO,33.08,Restaurants
12/14/25,12/14/25,PAYPAL *DICKSSPORTI 888-221-1161 CA,11.67,Merchandise
12/14/25,12/14/25,SSA MILWAUKEE COUNTY ZOO MILWAUKEE WI,49.5,Merchandise
12/15/25,12/15/25,365 MARKET J 888 432-329 TROY MI,1.25,Restaurants
12/15/25,12/15/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
12/15/25,12/15/25,DINING FURNITURE SHOWCAS WEST ALLIS WI,781.46,Merchandise
12/15/25,12/15/25,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
12/16/25,12/16/25,5-365 FOOD SERVICE TROY MI,2.59,Restaurants
12/16/25,12/16/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,21.02,Services
12/17/25,12/17/25,CULVERS BROOKFIELD 2 BROOKFIELD WI,30.09,Restaurants
12/18/25,12/19/25,"LOWE'S OF WAUWATOSA, WI WAUWATOSA WI",63.48,Home Improvement
12/18/25,12/19/25,MICROSOFT#G130590096 MSBILL.INFO WA,13.91,Merchandise
12/19/25,12/19/25,METCALFE'S MARKET WAUWATOSA WIAPPLE PAY ENDING IN 3896,51.59,Supermarkets
12/20/25,12/20/25,5-365 FOOD SERVICE TROY MI,4.81,Restaurants
12/20/25,12/20/25,COOPERS HAWK BROOKFIELD BROOKFIELD WI,200,Restaurants
12/20/25,12/20/25,FIDDLEHEADS COFFEE ROAST WAUWATOSA WI,24.57,Restaurants
12/20/25,12/20/25,KETTLE RANGE MEATS ELM GROVE WI,62.27,Merchandise
12/20/25,12/20/25,KWIK TRIP #586 BUTLER WI,200,Gasoline
12/20/25,12/20/25,SP NOURISH NATURAL P 4142310955 WI,26.48,Merchandise
12/20/25,12/20/25,SP THRIVECAUSEMETICS 8888044318 WA,71.81,Merchandise
12/21/25,12/21/25,AMERICAN EAGLE OUTFITT AE.COM/US/EN PA,3.17,Merchandise
12/21/25,12/21/25,DELISH DELIVERED MEQUON WI,100,Restaurants
12/21/25,12/21/25,KOPP'S CUSTARD GLENDALE GLENDALE WI,12,Restaurants
12/21/25,12/21/25,SECURE PARKING DISCOVERY MILWAUKEE WI,10,Services
12/21/25,12/21/25,SP NOURISH NATURAL P BAYSIDE WI,61.43,Merchandise
12/21/25,12/21/25,SQ *BIG WHITE YETI MILWAUKEE WI0002305843023487639323,64.74,Supermarkets
12/22/25,12/22/25,365 MARKET J 888 432-329 TROY MI,3,Restaurants
12/22/25,12/22/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
12/22/25,12/22/25,"LOWE'S OF WAUWATOSA, WI WAUWATOSA WI",19,Home Improvement
12/22/25,12/22/25,SPECTRUM 855-707-7328 MORC1416285718,105,Services
12/23/25,12/23/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
12/23/25,12/23/25,FULL SERVICE CAR WASH #5 WAUWATOSA WI,14.82,Automotive
12/23/25,12/23/25,QDOBA 2856 WAUWATOSA WI02301P,22.64,Restaurants
12/23/25,12/23/25,SALON MARIE LLC HALES CORNERSWI,42,Services
12/23/25,12/23/25,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,43.73,Supermarkets
12/24/25,12/24/25,FIVE BELOW 746 MENOMONEE FALWI,7.35,Merchandise
12/24/25,12/24/25,SQ *VALENTINE COFFEE C MILWAUKEE WI0002305843023503924310,31.97,Restaurants
12/26/25,12/26/25,365 MARKET J 888 432-329 TROY MI,1.34,Restaurants
12/26/25,12/26/25,365 MARKET K 888 432-329 TROY MI,1,Restaurants
12/26/25,12/26/25,DICKS SPORTING GOODS WAUWATOSA TNAPPLE PAY ENDING IN 3896,22.23,Merchandise
12/26/25,12/26/25,"LOWE'S OF WAUWATOSA, WI WAUWATOSA WI",36.37,Home Improvement
12/27/25,12/27/25,EVERVET WAUWATOSA WI,249.9,Services
12/27/25,12/27/25,METCALFE'S MARKET WAUWATOSA WIAPPLE PAY ENDING IN 3896,69.31,Supermarkets
12/27/25,12/27/25,SQ *COLECTIVO GOSQ.COM WIAPPLE PAY ENDING IN 23730002305843023514501927,23.01,Restaurants
12/28/25,12/28/25,TST*CRANKY ALS WAUWATOSA WI00020123029551986856AA,12.7,Restaurants
12/29/25,12/29/25,365 MARKET K 888 432-329 TROY MI,1.89,Restaurants
12/29/25,12/29/25,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
12/29/25,12/29/25,TOPPERS PIZZA WAUWATOSA 4144667777 WI,25.65,Restaurants
12/29/25,12/29/25,UWGB UNION PHOENIX STORE 920-4652911 WI,38.82,Education
12/30/25,12/30/25,5-365 FOOD SERVICE TROY MI,5.49,Restaurants
12/30/25,12/30/25,FREESES CANDY SHOPPE MILWAUKEE WI,14.01,Merchandise
12/30/25,12/30/25,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,4,Supermarkets
12/30/25,12/30/25,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,24.44,Supermarkets
12/30/25,12/30/25,SQ *C. ADAM'S BAKERY MILWAUKEE WI0002305843023532238779,8.75,Restaurants
12/30/25,12/30/25,SSA - DISCOVERY WORLD MU MILWAUKEE WI,24.27,Restaurants
12/30/25,12/30/25,SU CASA GRANDE MENOMONEE FALWI,68.27,Restaurants
12/31/25,12/31/25,TST*MISS MOLLYS CAFE & 414-249-5665 WIAPPLE PAY ENDING IN 237300037390029597183563AA,47.15,Restaurants
1/1/26,1/1/26,FIDDLEHEADS COFFEE ROAST WAUWATOSA WI,46.64,Restaurants
1/1/26,1/1/26,GIRL SCOUTS OF THE USA 212-852-6587 NY,30,Services
1/3/26,1/3/26,APPLE.COM/BILL 866-712-7753 CAMKQZY0JHJYA0,2,Merchandise
1/3/26,1/3/26,KETTLE RANGE MEATS MILWAUKEE WI,15.88,Merchandise
1/3/26,1/3/26,METCALFE'S MARKET WAUWATOSA WI,124.66,Supermarkets
1/3/26,1/3/26,PAYMENT - THANK YOU,"-11,500",Payments and Credits
1/3/26,1/3/26,VSI*TOSAREC ONLINE 414-773-2905 WIVSI*TOSAREC ONLINE,72,Government Services
1/4/26,1/4/26,RAY'S WINE AND SPIRITS WAUWATOSA WIAPPLE PAY ENDING IN 3896,50.03,Merchandise
1/4/26,1/4/26,SENDIK'S WAUWATOSA WAUWATOSA WI,20.76,Supermarkets
1/4/26,1/4/26,TST*MIDTOWN GRILL 414-837-6400 WIAPPLE PAY ENDING IN 237300039277029644066315AA,43.31,Restaurants
1/5/26,1/5/26,365 MARKET J 888 432-329 TROY MI,1.25,Restaurants
1/5/26,1/5/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
1/5/26,1/5/26,MADACC 414-649-8640 WI121416232,13,Services
1/5/26,1/5/26,SP NOURISH NATURAL P 4142310955 WIAPPLE PAY ENDING IN 6966,100.81,Merchandise
1/6/26,1/6/26,5-365 FOOD SERVICE TROY MI,2.44,Restaurants
1/6/26,1/6/26,GS WISCONSIN SOUTHEAST 800-565-4475 WI,57,Services
1/6/26,1/6/26,OTTER* SAZS STATE H 8186725999 CAAPPLE PAY ENDING IN 2373,19.74,Restaurants
1/6/26,1/6/26,OTTER* SAZS STATE H 8186725999 CA,60.47,Restaurants
1/7/26,1/7/26,5-365 FOOD SERVICE TROY MI,2.46,Restaurants
1/8/26,1/8/26,365 MARKET J 888 432-329 TROY MI,2,Restaurants
1/8/26,1/8/26,5-365 FOOD SERVICE TROY MI,6.33,Restaurants
1/9/26,1/9/26,5-365 FOOD SERVICE TROY MI,5.33,Restaurants
1/9/26,1/9/26,LEGACY GYM MKE WAUWATOSA WI,95,Travel/ Entertainment
1/9/26,1/9/26,METCALFE'S MARKET WAUWATOSA WIAPPLE PAY ENDING IN 3896,88.43,Supermarkets
1/9/26,1/9/26,PY *WY EAST PIZZA MILWAUKEE WI,70.35,Restaurants
1/9/26,1/9/26,TST*YO MAMA - WAUWATOS WAUWATOSA WI00042815029735990231AA,4.83,Restaurants
1/9/26,1/9/26,TST*YO MAMA - WAUWATOS WAUWATOSA WI00042815029735908168AA,10.56,Restaurants
1/10/26,1/10/26,5-365 FOOD SERVICE TROY MI,4.94,Restaurants
1/10/26,1/10/26,MATC GARAGE MILWAUKEE WI,21.58,Services
1/10/26,1/10/26,TST*MISS MOLLYS CAFE & 414-249-5665 WIAPPLE PAY ENDING IN 237300037390029745699090AA,16.23,Restaurants
1/10/26,1/10/26,TST*MISS MOLLYS CAFE & MILWAUKEE WI00037390029745818475AA,13.4,Restaurants
1/11/26,1/11/26,ETHIQUE USC 888-221-1161 DE,30.6,Merchandise
1/12/26,1/12/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
1/12/26,1/12/26,LS BENTLEYS PET STUFF WAUWATOSA WI,18.52,Merchandise
1/13/26,1/13/26,5-365 FOOD SERVICE TROY MI,7.27,Restaurants
1/13/26,1/13/26,APPLE.COM/BILL 866-712-7753 CAMKQZY0JJ31A0,14.82,Merchandise
1/13/26,1/13/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
1/13/26,1/13/26,HULU 888-439-4858 CAHULU,1.08,Services
1/13/26,1/13/26,PANERA BREAD #606423 O 855-372-6372 WIAPPLE PAY ENDING IN 23736051716044932358,33.96,Restaurants
1/13/26,1/13/26,SQ *CREAM CITY SOAP CO WAUWATOSA WI0001152921516545752916,34.18,Supermarkets
1/13/26,1/15/26,THE HOME DEPOT #4940 MENOMONEE FLSWI,-8.12,Payments and Credits
1/14/26,1/14/26,5-365 FOOD SERVICE TROY MI,4.31,Restaurants
1/14/26,1/14/26,SP POCO PIZZA 9209482878 WI,142.25,Supermarkets
1/15/26,1/15/26,365 MARKET J 888 432-329 TROY MI,3,Restaurants
1/15/26,1/15/26,5-365 FOOD SERVICE TROY MI,2.55,Restaurants
1/15/26,1/15/26,ACE HARDWARE CORPORATION 888-827-4223 IL,31.48,Home Improvement
1/15/26,1/15/26,KETTLE RANGE MEATS MILWAUKEE WI,71.61,Merchandise
1/15/26,1/15/26,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
1/15/26,1/15/26,MILTOWN EATS LLC 4144349799 WIAPPLE PAY ENDING IN 2373,50,Supermarkets
1/16/26,1/16/26,DINING TROY MI,2.6,Restaurants
1/16/26,1/16/26,MURF'S FROZEN CUSTARD & BROOKFIELD WI,52.06,Restaurants
1/17/26,1/17/26,5-365 FOOD SERVICE TROY MI,2.6,Restaurants
1/17/26,1/17/26,EVERVET WAUWATOSA WI,53,Services
1/17/26,1/17/26,LEGACY GYM MKE 262-989-6696 WI,25,Travel/ Entertainment
1/17/26,1/19/26,FIDDLEHEADS COFFEE ROAST WAUWATOSA WI,10.48,Restaurants
1/17/26,1/19/26,FIDDLEHEADS COFFEE ROAST WAUWATOSA WI,29.31,Restaurants
1/18/26,1/19/26,DSW MAYFAIR RD WAUWATOSA WI,38.11,Merchandise
1/18/26,1/19/26,METCALFE'S MARKET WAUWATOSA WIAPPLE PAY ENDING IN 3896,89.88,Supermarkets
1/18/26,1/19/26,MICROSOFT#G136082799 MSBILL.INFO WA,13.91,Merchandise
1/19/26,1/19/26,365 MARKET J 888 432-329 TROY MI,3,Restaurants
1/19/26,1/19/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
1/20/26,1/20/26,365 MARKET J 888 432-329 TROY MI,1.35,Restaurants
1/20/26,1/20/26,365 MARKET K 888 432-329 TROY MI,0.86,Restaurants
1/20/26,1/20/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
1/20/26,1/20/26,CHIPOTLE MEX GR ONLINE 303-595-4000 CA,39.58,Restaurants
1/20/26,1/20/26,SQ *AQUA THERAPUPS BROOKFIELD WI0002305843023624859855,65.09,Services
1/21/26,1/21/26,5-365 FOOD SERVICE TROY MI,4.51,Restaurants
1/22/26,1/22/26,5-365 FOOD SERVICE TROY MI,5,Restaurants
1/22/26,1/22/26,CULVERS HALE CORNERS 108 HALES CORNERSWI,15.5,Restaurants
1/22/26,1/22/26,MILTOWN EATS LLC 4144349799 WIAPPLE PAY ENDING IN 2373,50,Supermarkets
1/22/26,1/22/26,SALON MARIE LLC HALES CORNERSWI,155,Services
1/22/26,1/22/26,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,39.69,Supermarkets
1/22/26,1/22/26,SPECTRUM 855-707-7328 MORC1502593044,105,Services
1/23/26,1/23/26,365 MARKET J 888 432-329 TROY MI,2,Restaurants
1/23/26,1/23/26,5-365 FOOD SERVICE TROY MI,4.24,Restaurants
1/24/26,1/24/26,NOODLES AND COMPANY 2122600895 COAPPLE PAY ENDING IN 2373,39.79,Restaurants
1/24/26,1/24/26,RAISING CANES 0948 MOB 972-769-3100 WI1143479396401167,27.67,Restaurants
1/24/26,1/24/26,SQ *VALENTINE COFFEE C MILWAUKEE WI0002305843023644706089,37.21,Restaurants
1/25/26,1/25/26,KETTLE RANGE MEATS MILWAUKEE WI,35.14,Merchandise
1/25/26,1/25/26,METCALFE'S MARKET WAUWATOSA WIAPPLE PAY ENDING IN 3896,44.58,Supermarkets
1/25/26,1/25/26,SP REC SPECS 9738964105 NJ,149.37,Merchandise
1/25/26,1/25/26,SPOTHERO 844-356-8054 8443568054 ILAPPLE PAY ENDING IN 2373,16.09,Services
1/25/26,1/25/26,SQ *MARCUS PERFORMING MILWAUKEE WI0002305843023651312792,14.95,Travel/ Entertainment
1/26/26,1/26/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
1/26/26,1/26/26,PAYMENT - THANK YOU,"-3,729.83",Payments and Credits
1/26/26,1/26/26,SHANAZ BEACHFRONT LLC 920-8392345 WI,216.79,Travel/ Entertainment
1/27/26,1/27/26,5-365 FOOD SERVICE TROY MI,5.49,Restaurants
1/27/26,1/27/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
1/27/26,1/27/26,TEMPO MILWAUKEE MILWAUKEE WI,40,Services
1/28/26,1/28/26,365 MARKET J 888 432-329 TROY MI,1.25,Restaurants
1/28/26,1/28/26,5-365 FOOD SERVICE TROY MI,2.41,Restaurants
1/28/26,1/28/26,AMAZON MKTPL*M62EE2JX3 AMZN.COM/BILLWA398SCGP55W0,2.6,Merchandise
1/28/26,1/28/26,FROEDTERT PHARMACY 175 WAUWATOSA WI,12.87,Merchandise
1/28/26,1/28/26,SP NOURISH NATURAL P 4142310955 WIAPPLE PAY ENDING IN 3896,34.17,Merchandise
1/28/26,1/28/26,WALGREENS #3578 WAUWATOSA WI,17.13,Merchandise
1/29/26,1/29/26,MILTOWN EATS LLC 4144349799 WIAPPLE PAY ENDING IN 2373,50,Supermarkets
1/29/26,1/29/26,NOODLES AND COMPANY 2122600895 COAPPLE PAY ENDING IN 2373,22.08,Restaurants
1/29/26,1/29/26,PANERA BREAD #606423 O 855-372-6372 WIAPPLE PAY ENDING IN 23736051716052744536,11.37,Restaurants
1/29/26,1/29/26,SALON MARIE LLC HALES CORNERSWI,35,Services
1/29/26,1/29/26,SCRUB-A-DUB AVENUE MILWAUKEE WI,14,Automotive
1/30/26,1/30/26,365 MARKET J 888 432-329 TROY MI,3,Restaurants
1/30/26,1/30/26,365 MARKET K 888 432-329 TROY MI,1.4,Restaurants
1/30/26,1/30/26,GLOSS* TOSA WELLNESS & WAUWATOSA WI,53.82,Services
1/30/26,1/30/26,TOPPERS PIZZA WAUWATOSA 4144667777 WI,29.34,Restaurants
1/31/26,1/31/26,VEHICLE REGISTRATION R 608-266-7587 WI,133.06,Government Services
2/1/26,2/1/26,FIDDLEHEADS COFFEE ROAST WAUWATOSA WI,32.9,Restaurants
2/1/26,2/1/26,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,57.77,Supermarkets
2/2/26,2/2/26,365 MARKET J 888 432-329 TROY MI,3,Restaurants
2/2/26,2/2/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
2/2/26,2/2/26,PY *SIENA RETREAT CENTER RACINE WIAPPLE PAY ENDING IN 3896,390,Services
2/2/26,2/2/26,RF *CROSSWAYS CAMPIN 920-882-0023 WI,100,Services
2/2/26,2/2/26,"SPARTAN RACE, INC. 5084330041 MA",79.09,Travel/ Entertainment
2/3/26,2/3/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
2/4/26,2/4/26,5-365 FOOD SERVICE TROY MI,2.71,Restaurants
2/4/26,2/4/26,DISCOVERY WORLD 4147651977 WIAPPLE PAY ENDING IN 3896,740,Services
2/5/26,2/5/26,5-365 FOOD SERVICE TROY MI,4.31,Restaurants
2/5/26,2/5/26,CHICK-FIL-A #03252 2623730609 WI,29.07,Restaurants
2/5/26,2/5/26,METCALFE'S MARKET WAUWATOSA WIAPPLE PAY ENDING IN 3896,77.24,Supermarkets
2/5/26,2/5/26,MILTOWN EATS LLC 4144349799 WIAPPLE PAY ENDING IN 2373,50,Supermarkets
2/5/26,2/5/26,WALGREENS #10196 WAUWATOSA WIAPPLE PAY ENDING IN 3896,26.45,Merchandise
2/6/26,2/6/26,5-365 FOOD SERVICE TROY MI,2.67,Restaurants
2/6/26,2/6/26,SQ *RAY'S GROWLER GALL MILWAUKEE WI0002305843023690212015,29.5,Restaurants
2/6/26,2/6/26,TST*JOY ICE CREAM SOCI WAUWATOSA WI00229365030159499167AA,18.83,Merchandise
2/7/26,2/7/26,5-365 FOOD SERVICE TROY MI,4.75,Restaurants
2/7/26,2/7/26,CHIPOTLE MEX GR ONLINE 303-595-4000 CAAPPLE PAY ENDING IN 2373,30.03,Restaurants
2/7/26,2/7/26,CULVERS ELM GROVE ELM GROVE WI,14.9,Restaurants
2/7/26,2/7/26,FIDDLEHEADS COFFEE ROAST WAUWATOSA WI,5.52,Restaurants
2/7/26,2/7/26,MICHAELS STORES 6709 BROOKFIELD WI6709005102842602071822,4.19,Merchandise
2/7/26,2/7/26,VCO*GREATER MILWAUKEE 414-671-1212 WI,102.9,Services
2/8/26,2/8/26,PAYPAL *NEEDLESKEIN CAR 888-221-1161 CA,5,Merchandise
2/8/26,2/8/26,SQSP* DOMAIN#221412022 6465803456 NY,5,Services
2/9/26,2/9/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
2/9/26,2/9/26,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
2/9/26,2/9/26,TST*CRANKY ALS 414-258-5282 WIAPPLE PAY ENDING IN 237300020123030197689152AA,12,Restaurants
2/10/26,2/10/26,5-365 FOOD SERVICE TROY MI,4.15,Restaurants
2/10/26,2/10/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,21.02,Services
2/10/26,2/10/26,SP DRINK ZYN 8663765996 WIAPPLE PAY ENDING IN 3896,44.99,Supermarkets
2/11/26,2/11/26,5-365 FOOD SERVICE TROY MI,2.96,Restaurants
2/11/26,2/11/26,CHEWY.COM 800-672-4399 FLAPPLE PAY ENDING IN 3896PMT-JI7JKMHMFT,59.67,Merchandise
2/11/26,2/11/26,NOODLES AND COMPANY 2122600895 COAPPLE PAY ENDING IN 2373,31.47,Restaurants
2/11/26,2/11/26,TST*JOY ICE CREAM SOCI WAUWATOSA WI00229365030239508480AA,22.62,Merchandise
2/12/26,2/12/26,5-365 FOOD SERVICE TROY MI,5.49,Restaurants
2/12/26,2/12/26,CITY OF*WAUWATOSA 414-479-8960 WITYLX20949192,25,Government Services
2/12/26,2/12/26,MILTOWN EATS LLC 4144349799 WIAPPLE PAY ENDING IN 2373,50,Supermarkets
2/13/26,2/13/26,BALISTRERI'S ITALIAN AME WAUWATOSA WI,105.34,Restaurants
2/13/26,2/13/26,HULU 888-439-4858 CAHULU,1.06,Services
2/13/26,2/13/26,SQ *ULTIMATE CONFECTIO WAUWATOSA WI0002305843023731564915,38.52,Merchandise
2/13/26,2/13/26,SQ *VALENTINE COFFEE C MILWAUKEE WI0002305843023728928182,6.96,Restaurants
2/14/26,2/14/26,CONCESSIONS MILWAUKEE WI,29.25,Restaurants
2/14/26,2/14/26,DINING TROY MI,4,Restaurants
2/14/26,2/14/26,KETTLE RANGE MEATS MILWAUKEE WI,58.95,Merchandise
2/14/26,2/14/26,MU-PARKING STRUCTURE 1 MILWAUKEE WI,10,Services
2/14/26,2/14/26,TST*GORDOS BUBBLE WAFF MILWAUKEE WI00179140030291085891AA,37,Restaurants
2/15/26,2/15/26,JILLY'S CAR WASH - WAUWA WAUWATOSA WI,2,Automotive
2/15/26,2/15/26,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
2/15/26,2/15/26,METCALFE'S MARKET WAUWATOSA WI,41.34,Supermarkets
2/15/26,2/15/26,TST*MIDTOWN GRILL 414-837-6400 WIAPPLE PAY ENDING IN 237300039277030285382598AA,43.71,Restaurants
2/16/26,2/16/26,APPLE.COM/BILL 866-712-7753 CAMVS2K66BHZA0,10.58,Merchandise
2/16/26,2/16/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,42.04,Services
2/17/26,2/17/26,365 MARKET J 888 432-329 TROY MI,2,Restaurants
2/17/26,2/17/26,5-365 FOOD SERVICE TROY MI,4,Restaurants
2/17/26,2/17/26,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
2/18/26,2/19/26,5-365 FOOD SERVICE TROY MI,3.23,Restaurants
2/18/26,2/19/26,TST* CAFE HOLLANDER TOSA MILWAUKEE WIAPPLE PAY ENDING IN 2373,48.38,Restaurants
2/19/26,2/19/26,365 MARKET K 888 432-329 TROY MI,1.99,Restaurants
2/19/26,2/19/26,5-365 FOOD SERVICE TROY MI,7.26,Restaurants
2/19/26,2/19/26,MICROSOFT-G141924648 REDMOND WA,13.91,Merchandise
2/19/26,2/19/26,MILTOWN EATS LLC 4144349799 WIAPPLE PAY ENDING IN 2373,50,Supermarkets
2/19/26,2/19/26,WILSON CENTER 2627819470 WIAPPLE PAY ENDING IN 2373,680,Services
2/20/26,2/20/26,5-365 FOOD SERVICE TROY MI,3.74,Restaurants
2/20/26,2/20/26,MED*FROEDTERT HEALTH I 800-803-8155 WIAPPLE PAY ENDING IN 3896532007640,90.8,Medical Services
2/20/26,2/20/26,RAISING CANES 0948 MOB 972-769-3100 WI1769621750333441,20.77,Restaurants
2/20/26,2/20/26,RUCKUS & GLEE 4143953201 WI,31.76,Merchandise
2/21/26,2/21/26,5-365 FOOD SERVICE TROY MI,5,Restaurants
2/21/26,2/21/26,CAFE ZUPAS-MENOMONEE MENOMONEE FALWI,50.64,Restaurants
2/21/26,2/21/26,LS RUCKUS & GLEE WAUWATOSA WI,6.34,Merchandise
